"site","region","country","latWeath","longWeath","weathSource","GCAM_commodity","crop","irrigation","nitrogen","tech","model","component","cultivar","baseY"
880,"South Asia","Bangladesh",24.9,91.88,"AgMERRA","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6261.29236894697
881,"South Asia","Bangladesh",24.9,91.88,"AgMERRA","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8213.37285013983
882,"South Asia","Bangladesh",24.9,91.88,"AgMERRA","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7955.01596442241
883,"South Asia","Bangladesh",24.25,89.83,"AgMERRA","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7151.66387249448
884,"South Asia","Bangladesh",24.25,89.83,"AgMERRA","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",7465.19231407544
885,"South Asia","Bangladesh",24.25,89.83,"AgMERRA","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8288.75677788331
894,"Central America and Caribbean","Panama",7.95,279.58,"ETESA (National Met Service)","Maize","Maize","RFD",150,"hi","DSSATv4.5.1.023","CERES-Maize","PIO X 304c B",5479.56939364232
896,"Central America and Caribbean","Panama",7.95,279.58,"ETESA (National Met Service)","Maize","Maize","RFD",150,"hi","DSSATv4.5.1.023","CERES-Maize","PIO X 304c B",4859.97727397117
898,"South Asia","Bangladesh",22.35,91.82,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6523.34817744193
899,"South Asia","Bangladesh",22.35,91.82,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",9081.65431124554
900,"South Asia","Bangladesh",22.35,91.82,"BMD","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7852.12434945521
901,"South Asia","Bangladesh",23.43,91.18,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6542.20358366111
902,"South Asia","Bangladesh",23.43,91.18,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",6289.66942661914
903,"South Asia","Bangladesh",23.43,91.18,"BMD","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",7654.96510356044
904,"South Asia","Bangladesh",23.78,90.38,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",6446.94409014652
905,"South Asia","Bangladesh",23.78,90.38,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8962.78162920412
906,"South Asia","Bangladesh",23.78,90.38,"BMD","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8515.22317225003
907,"South Asia","Bangladesh",25.65,88.68,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7986.55035181289
908,"South Asia","Bangladesh",25.65,88.68,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",9162.41499101539
909,"South Asia","Bangladesh",25.65,88.68,"BMD","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8914.9088737487
910,"South Asia","Bangladesh",23.93,89.85,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7120.19336245529
911,"South Asia","Bangladesh",23.93,89.85,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8316.75282882417
912,"South Asia","Bangladesh",23.93,89.85,"BMD","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8437.48572863534
913,"South Asia","Bangladesh",24.15,89.03,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Biplab (BR3)",7277.25168612798
914,"South Asia","Bangladesh",24.15,89.03,"BMD","Rice","Rice","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","Mukta (BR11)",8456.20387290145
915,"South Asia","Bangladesh",24.15,89.03,"BMD","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","BR29",8166.85478991774
916,"USA","USA",34.483,267.3,"NCDC","Maize","Maize","RFD",170,"hi","DSSATv4.5.1.023","CERES-Maize","McCurdy 88",9074.37358709929
917,"USA","USA",34.65,266.783,"NCDC","Maize","Maize","RFD",170,"hi","DSSATv4.5.1.023","CERES-Maize","McCurdy 88",7636.2363157573
918,"USA","USA",34.75,267.6,"NCDC","Maize","Maize","RFD",170,"hi","DSSATv4.5.1.023","CERES-Maize","McCurdy 88",8064.25574298174
922,"USA","USA",42.75,265.5,"State Climatologist Observations","Maize","Maize","RFD",140,"hi","RZWQM-DSSAT4.0","CERES-Maize, CROPGRO","Dekalb",6184.77308548965
923,"USA","USA",42.75,265.5,"State Climatologist Observations","Soybeans","Soybeans","RFD",140,"hi","RZWQM-DSSAT4.0","CERES-Soybean, CROPGRO","Dekalb",2887.84380138669
924,"USA","USA",47.7667,255.7333,"State Climatologist Observations","Wheat","Wheat","RFD",100,"hi","RZWQM-DSSAT4.0","CERES-Wheat","Missing",1879.08146514247
925,"USA","USA",40.45,255.36,"State Climatologist Observations","Maize","Maize","IRR",146,"hi","RZWQM-DSSAT4.0","CERES-Maize","Dekalb",8144.32586916273
926,"China","China",38.267,109.783,"State Climatologist Observations","Maize","Maize","RFD",264,"hi","DSSATv4.0.1.0","CERES-Maize","Shandan 911",3571.02065035147
927,"China","China",38.267,109.783,"State Climatologist Observations","Maize","Maize","IRR",264,"hi","DSSATv4.0.1.0","CERES-Maize","Shandan 911",11087.3113070036
930,"EU-15","Italy",41.02,17.29,"AgMERRA","Maize","Maize","RFD",285,"hi","DSSATv4.0.1.0","CERES-Maize","Maltus",1246.73087401375
931,"EU-15","Italy",41.02,17.29,"AgMERRA","Maize","Maize","IRR",285,"hi","DSSATv4.0.1.0","CERES-Maize","Maltus",7132.10264251761
932,"Japan","Japan",36.17,139.35,"Mesh Agro-meteorological data from NARO","Rice","Rice","IRR",75,"lo","SPRiGS","SPRiGS is based on ORYZA2000 and SIMRIW","Koshihikari",4989.32654055881
933,"Argentina","Argentina",-33.11,295.84,"SMN","Wheat","Wheat","RFD",44,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",2312.25125183291
934,"Argentina","Argentina",-33.11,295.84,"SMN","Maize","Maize","RFD",84,"lo","DSSATv4.0.2","CERES-Maize","DK 752",8291.56545823809
935,"Argentina","Argentina",-33.11,295.84,"SMN","Soybeans","Soybeans","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","DM 4800",4749.94409714669
936,"Argentina","Argentina",-38.33,299.67,"SMN","Wheat","Wheat","RFD",37,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",4849.191744638
937,"Argentina","Argentina",-38.33,299.67,"SMN","Maize","Maize","RFD",38,"lo","DSSATv4.0.2","CERES-Maize","DK 688",7752.39323747654
938,"Argentina","Argentina",-38.33,299.67,"SMN","Soybeans","Soybeans","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","A3901",3056.32409286599
939,"Argentina","Argentina",-37.75,301.7,"INTA","Wheat","Wheat","RFD",37,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",5156.67207552737
940,"Argentina","Argentina",-37.75,301.7,"INTA","Maize","Maize","RFD",38,"lo","DSSATv4.0.2","CERES-Maize","DK 688",9533.60639890037
941,"Argentina","Argentina",-37.75,301.7,"INTA","Soybeans","Soybeans","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","A3901",3750.83546620375
942,"Argentina","Argentina",-32.68,297.88,"INTA","Wheat","Wheat","RFD",37,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",3300.10626839978
943,"Argentina","Argentina",-32.68,297.88,"INTA","Maize","Maize","RFD",84,"lo","DSSATv4.0.2","CERES-Maize","DK 752",8379.46114446208
944,"Argentina","Argentina",-32.68,297.88,"INTA","Soybeans","Soybeans","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","DM 4800",4050.37416001209
945,"Argentina","Argentina",-33.93,299.45,"INTA","Wheat","Wheat","RFD",47,"lo","DSSATv4.0.2","CERES-Wheat","Cronox",4075.26269128377
946,"Argentina","Argentina",-33.93,299.45,"INTA","Maize","Maize","RFD",84,"lo","DSSATv4.0.2","CERES-Maize","DK 752",9168.23295030898
947,"Argentina","Argentina",-33.93,299.45,"INTA","Soybeans","Soybeans","RFD",0,"lo","DSSATv4.0.2","CROPGRO-Soybean","DM 4800",3278.04641282488
950,"South Asia","Sri Lanka",7.517,80.45,"State Agrometeorological Station","Rice","Rice","IRR",90,"lo","DSSATv4.5.1.023","CERES-Rice","BG300",4560.49352109561
951,"South Asia","Sri Lanka",7.517,80.45,"State Agrometeorological Station","Rice","Rice","IRR",90,"lo","DSSATv4.5.1.023","CERES-Rice","BG300",5643.84175919802
954,"South Korea","Republic of Korea",37.267,126.983,"Suwon weather station","Soybeans","Soybeans","RFD",30,"lo","DSSATv4.5.1.023","CROPGRO-Soybean","Sinpaldal",2739.55044619641
955,"South Korea","Republic of Korea",37.267,126.983,"Suwon weather station","Maize","Maize","RFD",174,"hi","DSSATv4.5.1.023","CERES-Maize","Gwangpyeongok",5268.98222512703
956,"Brazil","Brazil",-6.4,320.73,"AgMERRA","Maize","Maize","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7302.79317189479
957,"Brazil","Brazil",-6.4,320.73,"AgMERRA","Maize","Maize","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",8053.45808447471
959,"USA","USA",42.79,263.83,"AgMERRA","Maize","Maize","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",4530.19926015275
962,"USA","USA",41.64,264.21,"AgMERRA","Maize","Maize","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",5822.73675439711
963,"USA","USA",41.64,264.21,"AgMERRA","Maize","Maize","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",9029.43684827886
965,"Brazil","Brazil",-9.39,319.49,"AgMERRA","Maize","Maize","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",3800.29700055364
966,"Brazil","Brazil",-9.39,319.49,"AgMERRA","Maize","Maize","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7058.04878770291
968,"USA","USA",42.4,265.37,"AgMERRA","Maize","Maize","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",6522.88043785174
969,"USA","USA",42.4,265.37,"AgMERRA","Maize","Maize","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",9061.46812055761
971,"Brazil","Brazil",-5.09,317.2,"AgMERRA","Maize","Maize","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7026.3287353143
972,"Brazil","Brazil",-5.09,317.2,"AgMERRA","Maize","Maize","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7153.09350619868
1026,"China","China",36.75,119.08,"AgMERRA","Maize","Maize","RFD",180,"hi","APSIM 5.3","APSIM-Maize","Zhengdan 958",7735.90417551102
1028,"EU-15","Belgium",51.28,5.45,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","Maize","Maize","RFD",150,"hi","AquaCROPv4.0","Missing","Lacta",7935.03742290463
1029,"EU-15","Belgium",50.77,4.6,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","Maize","Maize","RFD",150,"hi","AquaCROP","Missing","Tripoli",9641.18181771821
1030,"EU-15","Belgium",50.77,4.6,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","Wheat","Wheat","RFD",150,"hi","AquaCROP","Missing","Potenzial",10807.5407798012
1031,"EU-15","Belgium",50.77,4.6,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","Wheat","Wheat","RFD",150,"hi","Sirius","Missing","Potenzial",9814.59855460973
1032,"EU-15","Belgium",50.83,3.85,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","Wheat","Wheat","RFD",-99,"lo","AquaCROP","Missing","Missing",10746.6219803339
1033,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","Maize","Maize","RFD",48,"lo","DSSATv4.5.0.0","CERES-Maize","DK8033",2342.83931580547
1034,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","Maize","Maize","RFD",406,"hi","DSSATv4.5.0.0","CERES-Maize","DK8033",2615.4769584991
1035,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","Maize","Maize","RFD",92,"hi","DSSATv4.5.0.0","CERES-Maize","DK8033",4415.66849933194
1036,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","Maize","Maize","RFD",143.5,"hi","DSSATv4.5.0.0","CERES-Maize","DK8033",3503.63972053562
1038,"Brazil","Brazil",-21.11,311.07,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",151.586648951266
1039,"Brazil","Brazil",-15.78,312.07,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",138.21448203364
1040,"Brazil","Brazil",-14.4,303.55,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",127.00505284586
1041,"Brazil","Brazil",-23.31,308.87,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",97.6328301601635
1042,"Brazil","Brazil",-9.66,324.3,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",106.818555676485
1043,"Brazil","Brazil",-19.75,308.82,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",88.8497173499604
1044,"Brazil","Brazil",-22.11,308.62,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",143.172253029246
1045,"Brazil","Brazil",-17.8,309.09,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",109.375214157836
1046,"Brazil","Brazil",-22.71,312.5,"University of Sao Paulo - ESALQ","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",140.616120469263
1047,"Brazil","Brazil",-21.48,312.45,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",128.976225460738
1048,"Brazil","Brazil",-19.73,312.05,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",91.4512543038625
1049,"Brazil","Brazil",-20.41,310.02,"INMET","Sugarcane","Sugarcane","RFD",120,"hi","DSSATv4.5.1.023","DSSAT/Canegro and APSIM-Sugar","RB867515",152.682683885751
1051,"India","India",28.2,77.48,"State Climatologist Observations","Wheat","Wheat","IRR",100,"hi","APSIMv6.0","Wheat module","Sujata",3282.42783392179
1053,"India","India",23.9,79.57,"State Climatologist Observations","Wheat","Wheat","IRR",100,"hi","APSIMv6.0","Wheat module","Sujata",3006.83167778128
1054,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",126.5030172,"hi","DSSATv4.5","CERES-Rice","Bg 358",6342.49362452209
1055,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",126.5030172,"hi","DSSATv4.5","CERES-Rice","Bg 357",7237.70483281782
1056,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",103.5024686,"hi","DSSATv4.5","CERES-Rice","Bg 357",5862.6969737309
1057,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",97.75233144,"hi","DSSATv4.5","CERES-Rice","Bg 300",5735.15511588522
1058,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",44.46772724,"lo","DSSATv4.5","CERES-RIce","Bg 357",5224.36418973907
1059,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",90.08548191,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",7048.62042868283
1060,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",103.5024686,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",9777.08400406971
1061,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 357",5486.22836378829
1062,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 358",5483.32272920248
1063,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",109.2526057,"hi","DSSATv4.5","CERES-Rice","Bg 357",5869.54447072247
1064,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",109.2526057,"hi","DSSATv4.5","CERES-Rice","Bg 300",5623.89549873527
1065,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 357",6625.59512229623
1066,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 358",5203.31100651147
1067,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 358",4700.51543429769
1068,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",9107.81282387149
1069,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",56.351344,"lo","DSSATv4.5","CERES-Rice","Bg 358",5765.61481212079
1070,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",92.00219429,"hi","DSSATv4.5","CERES-Rice","Bg 357",5683.78900800222
1071,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",-99,"lo","DSSATv4.5","CERES-Rice","Bg 357",6128.80909136741
1072,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",86.25205715,"lo","DSSATv4.5","CERES-Rice","Bg 357",5586.84019335388
1073,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",115.0027429,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",8747.57696210901
1074,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",99.67287724,"hi","DSSATv4.5","CERES-Rice","Bg 300",5558.4980099899
1075,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",99.67287724,"hi","DSSATv4.5","CERES-Rice","Bg 352",5642.12190199429
1076,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 450",7964.96983696433
1078,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",115.0027429,"hi","DSSATv4.5","CERES-Rice","Bg 352",6902.45615762019
1079,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",109.2526057,"hi","DSSATv4.5","CERES-Rice","Bg 450",6816.75723623434
1080,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",92.00219429,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",5790.15834966377
1081,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",103.5024686,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",7914.38930552314
1082,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",102.2246603,"hi","DSSATv4.5","CERES-Rice","Bg 357",5998.6479190175
1083,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",122.6695924,"hi","DSSATv4.5","CERES-Rice","Bg 358",5750.8893903465
1084,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","Rice","Rice","IRR",108.1025783,"hi","DSSATv4.5","CERES-Rice","Bg 358",5329.91423460988
1105,"Russia","Russia",59.35,30.13,"www.meteo.ru, www.rp5.ru","Wheat","Wheat","RFD",45,"lo","AGROTOOLv3.5","Missing","Darja",2288.19648439864
1106,"Russia","Russia",51.5,46,"www.meteo.ru, www.rp5.ru","Wheat","Wheat","RFD",60,"lo","AGROTOOLv3.5","Missing","Mironovskaja 78",2113.31933146047
1107,"Russia","Russia",53.21,83.45,"www.meteo.ru, www.rp5.ru","Wheat","Wheat","RFD",30,"lo","AGROTOOLv3.5","Missing","Altajskaja 100",1576.01909799226
1122,"India","India",22.19,87.19,"AgMERRA","Rice","Rice","IRR",120,"hi","DSSATv4.5","CERES-Rice","Swarna",6128.29935828376
1126,"Pakistan","Pakistan",31.25,73.06,"University of Agriculture Faisalabad, Climatologist Observations","Rice","Rice","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","Basmati-2000",4162.90344400082
1127,"Pakistan","Pakistan",31.25,73.06,"University of Agriculture Faisalabad, Climatologist Observations","Wheat","Wheat","IRR",220,"hi","DSSATv4.5.1.023","CERES-Wheat","Lasani-2008",5175.9636870179
1130,"China","China",39.43,122.57,"State Climatologist Observations","Maize","Maize","IRR",100,"hi","APSIMv7.5","MAIZE","Late-maturing",8984.51342677519
5,"India","India",23.8,79.8,"IITM","c3","c3","RFD",-99,"lo","GLAMv2","GLAM-GNUT","Somnath and GG 20",479.395611956477
10,"India","India",22.19,87.19,"AgMERRA","c3","c3","IRR",100,"hi","DSSATv4.5","CERES-Rice","IR 36",3786.16852011266
11,"India","India",22.19,87.19,"AgMERRA","c3","c3","IRR",30,"lo","DSSATv4.5","CROPGRO-Peanut","AK 12-24",1683.65422072605
12,"India","India",11,77,"TNAU Observatory","c3","c3","IRR",150,"hi","DSSATv4.5.1.023","CERES-RICE","CORH3",5696.83089159793
13,"India","India",11,79.3,"TNAU Observatory/AgMERRA","c3","c3","IRR",-99,"lo","DSSATv4.5.1.023","CERES-Rice","Missing",4477.53241857786
16,"India","India",28.2,77.48,"State Climatologist Observations","c3","c3","IRR",100,"hi","APSIMv6.0","APSIM-Wheat","Sujata",3282.42783392179
17,"India","India",14.68,77.62,"AgMERRA","c3","c3","RFD",18,"lo","DSSATv4.5.1.023","PeanutGro","TMV2",971.140014491795
18,"EU-15","Belgium",50.583,4.691,"AgMERRA","c3","c3","RFD",-99,"lo","STICSv6.9","Missing","Julius",8867.36284128544
19,"South Korea","Republic of Korea",37.267,126.983,"AgMERRA","c3","c3","RFD",60,"lo","DSSATv4.5.1.023","CERES-Barley","Olbori",4834.07457149676
20,"South Korea","Republic of Korea",35.483,128.733,"AgMERRA","c3","c3","RFD",60,"lo","DSSATv4.5.1.023","CERES-Barley","Albori",5378.13166059352
21,"South Korea","Republic of Korea",35.817,127.15,"AgMERRA","c3","c3","RFD",48,"lo","DSSATv4.5.1.023","CERES-Barley","Saessalbori",5878.05882893378
22,"South Korea","Republic of Korea",35.15,128.033,"AgMERRA","c3","c3","RFD",65,"lo","DSSATv4.5.1.023","CERES-Barley","Samdobori",6310.46013417485
23,"South America_Southern","Bolivia",-17.11,296.75833,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CROPGRO-Soybean","M Group 10",4934.27587607829
25,"South America_Southern","Bolivia",-17.11,296.75833,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CERES-Rice","BR11",8326.97406412893
26,"South America_Southern","Bolivia",-16.75,297.5,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CROPGRO-Soybean","M Group 10",5122.07022904248
28,"South America_Southern","Bolivia",-16.75,297.5,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CERES-Rice","BR11",7983.78977180605
29,"South America_Southern","Bolivia",-16.81667,296.51667,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CROPGRO-Soybean","M Group 10",4925.95998163442
31,"South America_Southern","Bolivia",-16.81667,296.51667,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CERES-Rice","BR11",7257.03805345782
32,"South America_Southern","Bolivia",-17.6333,297.76667,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CROPGRO-Soybean","M Group 10",4636.05741940816
34,"South America_Southern","Bolivia",-17.6333,297.76667,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CERES-Rice","BR11",7938.65437602756
35,"South America_Southern","Bolivia",-17.25,296.15917,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CROPGRO-Soybean","M Group 10",4831.65946422557
37,"South America_Southern","Bolivia",-17.25,296.15917,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CERES-Rice","BR11",7335.59039172024
38,"South America_Southern","Bolivia",-15.7,296.9,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CROPGRO-Soybean","M Group 10",4888.58848857345
40,"South America_Southern","Bolivia",-15.7,296.9,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.0.2.0","CERES-Rice","BR11",5791.5043137346
41,"Canada","Canada",50.257,252.264,"Environment Canada","c3","c3","RFD",7,"lo","DSSATv4.0, Modified","CERES-Wheat","Lillian",2357.51422549158
42,"Canada","Canada",50.257,252.264,"Environment Canada","c3","c3","RFD",38,"lo","DSSATv4.0, Modified","CERES-Wheat","Lillian",3396.18708924357
46,"Middle East","Iran",37.25,55.17,"AgMERRA","c3","c3","RFD",0,"lo","SSM-Chickpea (Soltani & Sinclair, 2012)","Missing","Hashem ",1737.61552259538
47,"Middle East","Iran",37.47,57.32,"AgMERRA","c3","c3","RFD",0,"lo","SSM-Chickpea (Soltani & Sinclair, 2012)","Missing","Jam",922.737669694516
48,"Middle East","Iran",38.13,46.28,"AgMERRA","c3","c3","RFD",0,"lo","SSM-Chickpea (Soltani & Sinclair, 2012)","Missing","Jam",1199.32502913951
