"site","region","country","latWeath","longWeath","weathSource","GCAM_commodity","crop","irrigation","nitrogen","tech","model","component","cultivar","baseY"
1066,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 358",5203.31100651147
1067,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 358",4700.51543429769
1068,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",9107.81282387149
1069,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",56.351344,"lo","DSSATv4.5","CERES-Rice","Bg 358",5765.61481212079
1070,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",92.00219429,"hi","DSSATv4.5","CERES-Rice","Bg 357",5683.78900800222
1071,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",-99,"lo","DSSATv4.5","CERES-Rice","Bg 357",6128.80909136741
1072,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",86.25205715,"lo","DSSATv4.5","CERES-Rice","Bg 357",5586.84019335388
1073,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",115.0027429,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",8747.57696210901
1074,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",99.67287724,"hi","DSSATv4.5","CERES-Rice","Bg 300",5558.4980099899
1075,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",99.67287724,"hi","DSSATv4.5","CERES-Rice","Bg 352",5642.12190199429
1076,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",120.75288,"hi","DSSATv4.5","CERES-Rice","Bg 450",7964.96983696433
1078,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",115.0027429,"hi","DSSATv4.5","CERES-Rice","Bg 352",6902.45615762019
1079,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",109.2526057,"hi","DSSATv4.5","CERES-Rice","Bg 450",6816.75723623434
1080,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",92.00219429,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",5790.15834966377
1081,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",103.5024686,"hi","DSSATv4.5","CERES-Rice","Bg 379-2",7914.38930552314
1082,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",102.2246603,"hi","DSSATv4.5","CERES-Rice","Bg 357",5998.6479190175
1083,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",122.6695924,"hi","DSSATv4.5","CERES-Rice","Bg 358",5750.8893903465
1084,"South Asia","Sri Lanka",7.51,80.83,"Department of Meteorology - Sri Lanka","c3","c3","IRR",108.1025783,"hi","DSSATv4.5","CERES-Rice","Bg 358",5329.91423460988
1091,"EU-15","Belgium",50.75,5.28,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",999,"hi","AquaCropv4.0","Missing","Nicola",11885.8986548626
1093,"EU-15","Belgium",50.75,5.28,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",999,"hi","AquaCropv4.0","Missing","Bintje",11143.4482432348
1095,"EU-15","Belgium",51.73,5.6,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",999,"hi","AquaCropv4.0","Missing","Victoria",9204.61941006795
1097,"EU-15","Belgium",51.1,5.8,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",999,"hi","AquaCropv4.0","Missing","Victoria",9321.73440760581
1099,"EU-15","Belgium",51.28,5.45,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c3","c3","RFD",999,"hi","AquaCropv4.0","Missing","Bintje",9540.56849170105
1105,"Russia","Russia",59.35,30.13,"www.meteo.ru, www.rp5.ru","c3","c3","RFD",45,"lo","AGROTOOLv3.5","Missing","Darja",2288.19648439864
1106,"Russia","Russia",51.5,46,"www.meteo.ru, www.rp5.ru","c3","c3","RFD",60,"lo","AGROTOOLv3.5","Missing","Mironovskaja 78",2113.31933146047
1107,"Russia","Russia",53.21,83.45,"www.meteo.ru, www.rp5.ru","c3","c3","RFD",30,"lo","AGROTOOLv3.5","Missing","Altajskaja 100",1576.01909799226
1122,"India","India",22.19,87.19,"AgMERRA","c3","c3","IRR",120,"hi","DSSATv4.5","CERES-Rice","Swarna",6128.29935828376
1125,"Pakistan","Pakistan",31.25,73.06,"Pakistan Meterology Department Observatory","c3","c3","IRR",25,"lo","DSSATv4.5.1.023","CROPGRO-Chickpea","Punjab-Masoor-2009",1006.96391955079
1126,"Pakistan","Pakistan",31.25,73.06,"University of Agriculture Faisalabad, Climatologist Observations","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","Basmati-2000",4162.90344400082
1127,"Pakistan","Pakistan",31.25,73.06,"University of Agriculture Faisalabad, Climatologist Observations","c3","c3","IRR",220,"hi","DSSATv4.5.1.023","CERES-Wheat","Lasani-2008",5175.9636870179
1128,"Pakistan","Pakistan",31.32,71.76,"Pakistan Meteorology Department of Pakistan","c3","c3","IRR",200,"hi","DSSATv4.5.1.023","CROPGRO-Cotton","CIM-496",2387.8232863349
1134,"Africa_Western","Ghana",10.3,2.5,"SARI, Wa","c3","c3","RFD",0,"lo","DSSAT v4.5","PeanutGRO","Chinese",983.898184807873
3,"USA","USA",40.44,255.37,"AgMERRA","c4","c4","IRR",999,"hi","RZWQM2","CSM-CERESv4.0","Dekalb 52-59",9674.71335573552
4,"USA","USA",40.1548,256.858,"AgMERRA","c4","c4","IRR",999,"hi","RZWQM2","CSM-CERESv4.0","Pioneer Brand 3732",8818.98878820315
9,"USA","USA",42.2,266.4,"Local weather station","c4","c4","RFD",200,"hi","DRAINMOD-DSSAT","CERES-Maize, CROPGRO","Missing",9375.68549867645
14,"India","India",11,77,"TNAU Observatory","c4","c4","RFD",30,"lo","DSSATv4.5.1.023","CERES-Maize","CO1",5802.93577664581
24,"South America_Southern","Bolivia",-17.11,296.75833,"AgMERRA","c4","c4","RFD",0,"lo","DSSATv4.0.2.0","CERES-Maize","Suwan 1",3938.01650297863
27,"South America_Southern","Bolivia",-16.75,297.5,"AgMERRA","c4","c4","RFD",0,"lo","DSSATv4.0.2.0","CERES-Maize","Suwan 1",3574.85721526626
30,"South America_Southern","Bolivia",-16.81667,296.51667,"AgMERRA","c4","c4","RFD",0,"lo","DSSATv4.0.2.0","CERES-Maize","Suwan 1",3569.82941274145
33,"South America_Southern","Bolivia",-17.6333,297.76667,"AgMERRA","c4","c4","RFD",0,"lo","DSSATv4.0.2.0","CERES-Maize","Suwan 1",3600.70001119292
36,"South America_Southern","Bolivia",-17.25,296.15917,"AgMERRA","c4","c4","RFD",0,"lo","DSSATv4.0.2.0","CERES-Maize","Suwan 1",3693.80229185667
39,"South America_Southern","Bolivia",-15.7,296.9,"AgMERRA","c4","c4","RFD",0,"lo","DSSATv4.0.2.0","CERES-Maize","Suwan 1",3092.51915945472
53,"China","China",41.317,123.783,"AgMERRA","c4","c4","RFD",999,"hi","APSIMv6.1","APSIM-Maize","Danyu 13",9345.65104631893
54,"China","China",43.183,124.333,"AgMERRA","c4","c4","RFD",999,"hi","APSIMv6.1","APSIM-Maize","Xianyu 335",11194.2149019105
55,"China","China",45.75,126.767,"AgMERRA","c4","c4","RFD",999,"hi","APSIMv6.1","APSIM-Maize","Sidan 19",10108.6986631383
56,"China","China",41.317,123.783,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5","CERES-Maize","Danyu 14",11711.338309815
57,"China","China",43.183,124.333,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5","CERES-Maize","Xianyu 336",10780.297578545
58,"China","China",45.75,126.767,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5","CERES-Maize","Sidan 19",11499.8620833792
59,"USA","USA",42.017,266.25,"AgMERRA","c4","c4","RFD",999,"hi","MCWLA-Maizev2.0","Missing","Missing",9840.82042525735
111,"EU-15","Austria",48.23,16.57,"Local weather station","c4","c4","RFD",202,"hi","CropSystv3.04.08","Missing","Benicia",5445.08294452186
112,"EU-15","Austria",48.23,16.57,"Local weather station","c4","c4","RFD",202,"hi","CropSystv3.04.08","Missing","Benicia",4445.86025855125
115,"EU-15","Austria",46.95,15.82,"Local weather station","c4","c4","RFD",202,"hi","CropSystv3.04.08","Missing","Benicia",6743.26376459308
116,"EU-15","Austria",46.95,15.82,"Local weather station","c4","c4","RFD",202,"hi","CropSystv3.04.08","Missing","Benicia",6553.72301723265
130,"EU-15","France",43.6043,1.4437,"AgMERRA","c4","c4","RFD",200,"hi","STICS (ModuloSTICS 1,2)","Corn","Volga",8869.2447725826
138,"Australia_NZ","Australia",-27.54,152.34,"Experiment weather station","c4","c4","IRR",360,"hi","APSIMv7.5","APSIM-Sorghum","A35xQL36",9600.62314606643
139,"Australia_NZ","Australia",-27.54,152.34,"Experiment weather station","c4","c4","IRR",45,"lo","APSIMv7.5","APSIM-Sorghum","A35xQL36",5985.46602932996
140,"Australia_NZ","Australia",-27.54,152.34,"Experiment weather station","c4","c4","IRR",0,"lo","APSIMv7.5","APSIM-Sorghum","A35xQL36",3793.74989542574
141,"Australia_NZ","Australia",-28.21,152.1,"Experiment weather station","c4","c4","IRR",240,"hi","APSIMv7.5","APSIM-Sorghum","Buster",8498.29181974499
143,"Australia_NZ","Australia",-24.38,150.51,"Experiment weather station","c4","c4","RFD",150,"hi","APSIMv7.5","APSIM-Sorghum","Buster",5479.53694983367
144,"Australia_NZ","Australia",-31.63,150.39,"Experiment weather station","c4","c4","RFD",150,"hi","APSIMv7.5","APSIM-Sorghum","Buster",5582.21932808539
147,"India","India",28.3827,77.0938,"AgMERRA","c4","c4","IRR",100,"hi","InfoCropv2","InfoCrop-Maize","HPQM1",5232.55060949359
193,"EU-15","France",46.4167,0.1167,"INRA","c4","c4","RFD",220,"hi","STICSv7.0","STICS","Furio",5583.37261045755
194,"Mexico","Mexico",20.45,262.36,"AgMERRA","c4","c4","RFD",150,"hi","DSSATv4.5.0","CERES-Maize","PIO 30F32",7190.22613287977
195,"Mexico","Mexico",20.45,262.36,"AgMERRA","c4","c4","RFD",150,"hi","DSSATv4.5.0","CERES-Maize","DK 357",5551.53616658638
197,"Brazil","Brazil",-19.47,315.75,"INMET","c4","c4","RFD",137,"hi","DSSATv4.5.0.0","CERES-Sorghum","BRS 310",5235.63608148987
198,"Brazil","Brazil",-19.47,315.75,"INMET","c4","c4","IRR",137,"hi","DSSATv4.5.0.0","CERES-Sorghum","BRS 310",5235.63608148987
237,"India","India",17.53,78.27,"Local weather station","c4","c4","RFD",50,"lo","DSSATv4.5.1.023","CERES-Millet","BJ104",3441.0969420265
239,"India","India",17.53,78.27,"Local weather station","c4","c4","IRR",50,"lo","DSSATv4.5.1.023","CERES-Millet","BJ104",3554.18571601163
241,"USA","USA",32.42,260.32,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",4392.89803705378
243,"USA","USA",32.42,260.32,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",7994.87876926865
245,"USA","USA",30.53,268.85,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C4",4056.14767205747
247,"USA","USA",30.53,268.85,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C4",8146.59262962628
251,"USA","USA",43.72,243.8,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",14102.2106876761
253,"USA","USA",33.95,278.88,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",5248.86431511206
255,"USA","USA",33.95,278.88,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",8213.9509357029
257,"USA","USA",40,277.12,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",7154.30385319704
259,"USA","USA",40,277.12,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",10729.9825956762
261,"USA","USA",41.53,266.35,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",6782.43114054193
263,"USA","USA",41.53,266.35,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",10029.9817610451
265,"USA","USA",37.77,260.03,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",3362.42672724808
267,"USA","USA",37.77,260.03,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",9147.98472547301
273,"USA","USA",41.02,268.04,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",6664.35516569531
275,"USA","USA",41.02,268.04,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",10644.9149837896
277,"USA","USA",46.9,263.2,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",6262.61204902369
279,"USA","USA",46.9,263.2,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",12465.7708126764
281,"USA","USA",34.2,280.24,"AgMERRA","c4","c4","RFD",200,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",6518.7751965894
282,"USA","USA",34.2,280.24,"AgMERRA","c4","c4","IRR",200,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",10892.7183539759
285,"USA","USA",36.77,240.28,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C4",9057.51795900258
287,"USA","USA",39.35,258.29,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",4116.75456351294
289,"USA","USA",39.35,258.29,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",11741.5233071327
291,"USA","USA",40.97,261.68,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",4545.37729435392
293,"USA","USA",40.97,261.68,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",11255.8579689733
295,"USA","USA",39.73,273.72,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",7310.28772152717
297,"USA","USA",39.73,273.72,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",10803.7096570036
299,"USA","USA",39.32,265.28,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",5579.82640670217
301,"USA","USA",39.32,265.28,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",9187.3995869438
303,"USA","USA",43.87,268.75,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",7177.3471670284
305,"USA","USA",43.87,268.75,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",10288.3406087118
307,"USA","USA",37.33,280.8,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",5526.12106913002
309,"USA","USA",37.33,280.8,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",10218.9449102135
311,"USA","USA",43.13,270.67,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",7428.83501352201
313,"USA","USA",43.13,270.67,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",11815.0243449681
315,"USA","USA",35.05,270,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",4835.70883708744
317,"USA","USA",35.05,270,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C3",7323.64763383581
319,"USA","USA",41.98,262.57,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",5085.02107640843
321,"USA","USA",41.98,262.57,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",11587.3782439327
323,"USA","USA",41.07,259.25,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",4860.57107728805
325,"USA","USA",41.07,259.25,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",13064.2786045963
327,"USA","USA",41.3,264.1,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",4754.89884071009
329,"USA","USA",41.3,264.1,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",10182.9501977738
331,"USA","USA",40.67,270.32,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",2847.17199345343
333,"USA","USA",40.67,270.32,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",10845.0436623559
336,"Brazil","Brazil",-22.72,312.35,"AgMERRA","c4","c4","IRR",70,"lo","DSSATv4.5.1.023","CERES-Maize","AG9010",5092.51375786646
337,"Brazil","Brazil",-15.62,312.33,"AgMERRA","c4","c4","RFD",10,"lo","DSSATv4.5.1.023","CERES-Maize","Cargill 111S",6633.35899877267
338,"Brazil","Brazil",-15.62,312.33,"AgMERRA","c4","c4","IRR",10,"lo","DSSATv4.5.1.023","CERES-Maize","Cargill 111S",7453.8314967847
339,"USA","USA",43.57,263.27,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",4953.04409656809
341,"USA","USA",43.57,263.27,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C1",11663.3941806983
347,"USA","USA",38.75,269.63,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",5119.66537057682
349,"USA","USA",38.75,269.63,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",8225.26086326454
351,"USA","USA",30.38,275.63,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C4",4393.1336278074
353,"USA","USA",30.38,275.63,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C4",8333.26655096778
355,"USA","USA",39.06,264.31,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",5103.01856909203
357,"USA","USA",39.06,264.31,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",8639.02420081455
359,"Africa_Western","Ghana",10.02,357.62,"Local weather station","c4","c4","RFD",60,"lo","DSSATv4.5.1.023","CERES-Maize","Obatanpa ",2196.17817472045
361,"Africa_Western","Ghana",10.02,357.62,"Local weather station","c4","c4","IRR",60,"lo","DSSATv4.5.1.023","CERES-Maize","Obatanpa ",2217.79897258138
363,"USA","USA",41.25,283.08,"NCDC GHCN","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",7653.23371477087
365,"USA","USA",41.25,283.08,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",11367.328495895
369,"USA","USA",46.57,239.47,"NCDC GHCN","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",14864.0374779888
372,"EU-15","Spain",41.66,359.12,"AgMERRA","c4","c4","IRR",300,"hi","DSSATv4.5.1.023","CERES-Maize","Prisma GC Avg",10337.3793824658
519,"India","India",17.53,78.27,"Local weather station","c4","c4","RFD",80,"lo","DSSATv4.5.1.023","CERES-Sorghum","CSH-1",6144.0410576572
521,"India","India",17.53,78.27,"Local weather station","c4","c4","IRR",80,"lo","DSSATv4.5.1.023","CERES-Sorghum","CSH-1",6212.06955564208
594,"China","China",39.9,116.41,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","Jingza#6 (BJ)",3912.73543077486
595,"China","China",39.9,116.41,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","Jingza#6 (BJ)",4255.62022855069
596,"EU-15","Spain",41.62,0.62,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","ANSA",546.227314973652
597,"EU-15","Spain",41.62,0.62,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","ANSA",8437.84886717122
598,"China","China",32.06,118.8,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","Suyu#1 (NJ)",4043.44097369225
599,"China","China",32.06,118.8,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","Suyu#1 (NJ)",4182.0625674436
600,"China","China",34.2,117.28,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","Suyu#1 (NJ)",6412.44632725344
601,"China","China",34.2,117.28,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","Suyu#1 (NJ)",7042.77597587655
713,"EU-15","Greece",39.36666667,21.91666667,"AgMERRA","c4","c4","RFD",330,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3183",986.519647245727
714,"EU-15","Greece",39.36666667,21.91666667,"AgMERRA","c4","c4","IRR",330,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3183",5517.84995137199
715,"EU-15","Greece",40.65,22.06666667,"AgMERRA","c4","c4","RFD",330,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3183",994.722513499352
716,"EU-15","Greece",40.65,22.06666667,"AgMERRA","c4","c4","IRR",330,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3183",4442.20068045541
717,"EU-15","Greece",41.11666667,24.88333333,"AgMERRA","c4","c4","RFD",330,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3707",1203.00125706193
718,"EU-15","Greece",41.11666667,24.88333333,"AgMERRA","c4","c4","IRR",330,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3707",4574.55599915728
745,"EU-12","Poland",51.23,22.57,"AgMERRA","c4","c4","RFD",50,"lo","DSSATv4.5.1.023","CERES-Maize","Sweet Corn",7102.52296871784
894,"Central America and Caribbean","Panama",7.95,279.58,"ETESA (National Met Service)","c4","c4","RFD",150,"hi","DSSATv4.5.1.023","CERES-Maize","PIO X 304c B",5479.56939364232
896,"Central America and Caribbean","Panama",7.95,279.58,"ETESA (National Met Service)","c4","c4","RFD",150,"hi","DSSATv4.5.1.023","CERES-Maize","PIO X 304c B",4859.97727397117
916,"USA","USA",34.483,267.3,"NCDC","c4","c4","RFD",170,"hi","DSSATv4.5.1.023","CERES-Maize","McCurdy 88",9074.37358709929
917,"USA","USA",34.65,266.783,"NCDC","c4","c4","RFD",170,"hi","DSSATv4.5.1.023","CERES-Maize","McCurdy 88",7636.2363157573
918,"USA","USA",34.75,267.6,"NCDC","c4","c4","RFD",170,"hi","DSSATv4.5.1.023","CERES-Maize","McCurdy 88",8064.25574298174
922,"USA","USA",42.75,265.5,"State Climatologist Observations","c4","c4","RFD",140,"hi","RZWQM-DSSAT4.0","CERES-Maize, CROPGRO","Dekalb",6184.77308548965
925,"USA","USA",40.45,255.36,"State Climatologist Observations","c4","c4","IRR",146,"hi","RZWQM-DSSAT4.0","CERES-Maize","Dekalb",8144.32586916273
926,"China","China",38.267,109.783,"State Climatologist Observations","c4","c4","RFD",264,"hi","DSSATv4.0.1.0","CERES-Maize","Shandan 911",3571.02065035147
927,"China","China",38.267,109.783,"State Climatologist Observations","c4","c4","IRR",264,"hi","DSSATv4.0.1.0","CERES-Maize","Shandan 911",11087.3113070036
930,"EU-15","Italy",41.02,17.29,"AgMERRA","c4","c4","RFD",285,"hi","DSSATv4.0.1.0","CERES-Maize","Maltus",1246.73087401375
931,"EU-15","Italy",41.02,17.29,"AgMERRA","c4","c4","IRR",285,"hi","DSSATv4.0.1.0","CERES-Maize","Maltus",7132.10264251761
934,"Argentina","Argentina",-33.11,295.84,"SMN","c4","c4","RFD",84,"lo","DSSATv4.0.2","CERES-Maize","DK 752",8291.56545823809
937,"Argentina","Argentina",-38.33,299.67,"SMN","c4","c4","RFD",38,"lo","DSSATv4.0.2","CERES-Maize","DK 688",7752.39323747654
940,"Argentina","Argentina",-37.75,301.7,"INTA","c4","c4","RFD",38,"lo","DSSATv4.0.2","CERES-Maize","DK 688",9533.60639890037
943,"Argentina","Argentina",-32.68,297.88,"INTA","c4","c4","RFD",84,"lo","DSSATv4.0.2","CERES-Maize","DK 752",8379.46114446208
946,"Argentina","Argentina",-33.93,299.45,"INTA","c4","c4","RFD",84,"lo","DSSATv4.0.2","CERES-Maize","DK 752",9168.23295030898
955,"South Korea","Republic of Korea",37.267,126.983,"Suwon weather station","c4","c4","RFD",174,"hi","DSSATv4.5.1.023","CERES-Maize","Gwangpyeongok",5268.98222512703
956,"Brazil","Brazil",-6.4,320.73,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7302.79317189479
957,"Brazil","Brazil",-6.4,320.73,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",8053.45808447471
959,"USA","USA",42.79,263.83,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",4530.19926015275
962,"USA","USA",41.64,264.21,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",5822.73675439711
963,"USA","USA",41.64,264.21,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",9029.43684827886
965,"Brazil","Brazil",-9.39,319.49,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",3800.29700055364
966,"Brazil","Brazil",-9.39,319.49,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7058.04878770291
968,"USA","USA",42.4,265.37,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",6522.88043785174
